year,region,mtumors,syncmtumors,insitu,ncervix,nhospotal_pht,nbeds_pht,ybeds_pht,nill_pht,nvillage_ill_pht,bed_days_pht,dvisits_pht,hvisits_pht,ndoctors_pht,nnursing_pht,nx_ray_pht,nflurography_pht,nradiology_pht,nradlab_pht,nсt_pht,ncardiogram_pht,ndiaglab_pht,nbacter_pht,nbiochem_pht,ncyto_pht,nimun_pht,nphysic_pht,nendoscop_pht,nultrasound_pht,ndialysis_pht,air_pollution,polluted_dumps,not_cleaned_dumps,dumps_not_cleaned_enough,num_clearing_plants,cpi,population,tincidence_pht,mtumors_pht,syncmtumors_pht,insitu_pht,insitu_pti,mtumors_pti,gdp,aging_level,mean_age
2019,Волинська,225.0,64.0,49.0,39.0,3.7669,649.6479,645.3981,20313.4266,10241.5655,209697.198,311455.478,1488.3177,234.9492,507.7125,4.1533,2.6079,0.0966,0.0,0.3864,5.9884,6.4714,0.3864,0.0966,0.1932,0.0,5.7953,2.4147,3.6703,0.1932,5.3,0.0,0.0,0.0,83.0,104.1,1035330.0,297.3931,21.732201327113092,6.181603933045502,4.732790511237963,15.914257875933744,73.07567392010392,73215,16.5,40.3
2019,Волинська,225.0,64.0,49.0,39.0,3.7669,649.6479,645.3981,20313.4266,10241.5655,209697.198,311455.478,1488.3177,234.9492,507.7125,4.1533,2.6079,0.0966,0.0,0.3864,5.9884,6.4714,0.3864,0.0966,0.1932,0.0,5.7953,2.4147,3.6703,0.1932,5.3,0.0,0.0,0.0,83.0,104.1,1035330.0,297.3931,21.732201327113092,6.181603933045502,4.732790511237963,15.914257875933744,73.07567392010392,73192,16.5,40.3
2019,Дніпропетровська,941.0,266.0,118.0,74.0,3.2746,708.2228,712.776,21170.6493,3425.3793,230500.1408,298192.128,826.7641,229.5042,467.7096,3.8672,2.5573,0.1247,0.0936,0.3742,5.4577,5.3953,0.1559,0.0,0.0312,0.0624,4.9587,1.996,3.337,0.2495,576.9,200.0,200.0,125.0,883.0,104.1,3206477.0,377.6731,29.346850141136205,8.295708966569851,3.6800513460723403,9.744013212221304,77.70437654830718,122379,21.1,44.4
2019,Дніпропетровська,941.0,266.0,118.0,74.0,3.2746,708.2228,712.776,21170.6493,3425.3793,230500.1408,298192.128,826.7641,229.5042,467.7096,3.8672,2.5573,0.1247,0.0936,0.3742,5.4577,5.3953,0.1559,0.0,0.0312,0.0624,4.9587,1.996,3.337,0.2495,576.9,200.0,200.0,125.0,883.0,104.1,3206477.0,377.6731,29.346850141136205,8.295708966569851,3.6800513460723403,9.744013212221304,77.70437654830718,122298,21.1,44.4
2019,Донецька,402.0,124.0,30.0,9.0,1.3442,265.6088,264.0389,7111.5468,1005.4008,79222.0939,154474.9623,290.5254,84.8256,198.1444,1.7043,0.7681,0.048,0.0,0.264,1.6323,1.8483,0.144,0.048,0.0,0.024,2.0884,0.6481,1.1522,0.048,773.5,45.0,45.0,45.0,854.0,104.1,4165901.0,133.5125,9.64977324233101,2.976546970271257,0.7201323315172395,5.393743257820928,72.27615965480042,49422,25.3,47.7
2019,Донецька,402.0,124.0,30.0,9.0,1.3442,265.6088,264.0389,7111.5468,1005.4008,79222.0939,154474.9623,290.5254,84.8256,198.1444,1.7043,0.7681,0.048,0.0,0.264,1.6323,1.8483,0.144,0.048,0.0,0.024,2.0884,0.6481,1.1522,0.048,773.5,45.0,45.0,45.0,854.0,104.1,4165901.0,133.5125,9.64977324233101,2.976546970271257,0.7201323315172395,5.393743257820928,72.27615965480042,49385,25.3,47.7
2019,Житомирська,346.0,84.0,128.0,107.0,3.0323,573.7617,576.6055,20920.379,8390.7218,186711.7743,451260.2515,984.7622,236.3765,521.8232,3.7699,2.6225,0.082,0.0,0.3278,7.13,4.6714,0.3278,0.082,0.0,0.082,5.9007,2.6225,3.1962,0.082,12.7,2.0,2.0,2.0,102.0,104.1,1220193.0,314.7863,28.35616988460022,6.884156850596585,10.490143772337655,33.32465503775058,90.08070814891954,70247,20.9,43.4
2019,Житомирська,346.0,84.0,128.0,107.0,3.0323,573.7617,576.6055,20920.379,8390.7218,186711.7743,451260.2515,984.7622,236.3765,521.8232,3.7699,2.6225,0.082,0.0,0.3278,7.13,4.6714,0.3278,0.082,0.0,0.082,5.9007,2.6225,3.1962,0.082,12.7,2.0,2.0,2.0,102.0,104.1,1220193.0,314.7863,28.35616988460022,6.884156850596585,10.490143772337655,33.32465503775058,90.08070814891954,70225,20.9,43.4
2019,Закарпатська,183.0,68.0,22.0,16.0,2.944,605.8234,608.0512,16685.6036,9908.7207,179862.6196,275679.0648,911.0425,184.0186,390.6741,3.1031,1.4322,0.0796,0.0796,0.557,3.2622,4.0579,0.3183,0.0,0.0796,0.0,3.2622,1.83,2.7053,0.0796,3.7,3.0,3.0,2.0,50.0,104.1,1256802.0,248.2491,14.560766134999785,5.410557908087352,1.7504746173223784,7.051282051282051,58.65384615384615,48861,14.5,39.1
2019,Закарпатська,183.0,68.0,22.0,16.0,2.944,605.8234,608.0512,16685.6036,9908.7207,179862.6196,275679.0648,911.0425,184.0186,390.6741,3.1031,1.4322,0.0796,0.0796,0.557,3.2622,4.0579,0.3183,0.0,0.0796,0.0,3.2622,1.83,2.7053,0.0796,3.7,3.0,3.0,2.0,50.0,104.1,1256802.0,248.2491,14.560766134999785,5.410557908087352,1.7504746173223784,7.051282051282051,58.65384615384615,48853,14.5,39.1
2019,Запорізька,550.0,165.0,33.0,14.0,3.2242,657.4489,672.1631,18010.7584,4197.7658,195066.1728,397462.0655,1268.1172,265.5443,527.9669,4.2208,2.4621,0.2931,0.0586,0.2931,4.1622,5.0415,0.7035,0.2345,0.1759,0.1759,4.807,1.9932,3.2828,0.4104,173.4,11.0,11.0,11.0,420.0,104.1,1705836.0,374.186,32.24225541025046,9.672676623075137,1.9345353246150274,5.169982766724111,86.16637944540184,91498,22.0,45.1
2019,Запорізька,550.0,165.0,33.0,14.0,3.2242,657.4489,672.1631,18010.7584,4197.7658,195066.1728,397462.0655,1268.1172,265.5443,527.9669,4.2208,2.4621,0.2931,0.0586,0.2931,4.1622,5.0415,0.7035,0.2345,0.1759,0.1759,4.807,1.9932,3.2828,0.4104,173.4,11.0,11.0,11.0,420.0,104.1,1705836.0,374.186,32.24225541025046,9.672676623075137,1.9345353246150274,5.169982766724111,86.16637944540184,91452,22.0,45.1
2019,Івано-Франківська,264.0,85.0,83.0,10.0,3.641,623.6292,634.188,19378.7448,11063.4465,191217.4896,349901.5476,6339.623,260.8043,503.1851,4.6605,2.9128,0.1456,0.0,0.3641,5.1702,6.8451,0.2913,0.0,0.0728,0.0728,6.3353,2.4759,4.0051,0.6554,205.0,1.0,1.0,1.0,113.0,104.1,1373252.0,305.6249,19.224439505640625,6.189686962043384,6.044047268818833,19.776030497974745,62.90207290922087,63254,17.7,41.7
2019,Івано-Франківська,264.0,85.0,83.0,10.0,3.641,623.6292,634.188,19378.7448,11063.4465,191217.4896,349901.5476,6339.623,260.8043,503.1851,4.6605,2.9128,0.1456,0.0,0.3641,5.1702,6.8451,0.2913,0.0,0.0728,0.0728,6.3353,2.4759,4.0051,0.6554,205.0,1.0,1.0,1.0,113.0,104.1,1373252.0,305.6249,19.224439505640625,6.189686962043384,6.044047268818833,19.776030497974745,62.90207290922087,63237,17.7,41.7
2019,Київська,513.0,161.0,19.0,14.0,2.6585,611.4461,614.2742,18024.1977,6601.4684,186386.6421,359697.2748,1924.726,227.1005,470.2365,2.6585,1.8666,0.1131,0.1131,0.3394,4.525,4.4119,0.0566,0.0566,0.0566,0.0,3.4503,1.3009,2.6585,0.2828,84.4,2.0,2.0,2.0,139.0,104.1,1767940.0,362.6254,29.016821837845175,9.106643890629773,1.0746971051053769,2.963656215878958,80.01871782873187,123267,19.1,42.8
2019,Київська,513.0,161.0,19.0,14.0,2.6585,611.4461,614.2742,18024.1977,6601.4684,186386.6421,359697.2748,1924.726,227.1005,470.2365,2.6585,1.8666,0.1131,0.1131,0.3394,4.525,4.4119,0.0566,0.0566,0.0566,0.0,3.4503,1.3009,2.6585,0.2828,84.4,2.0,2.0,2.0,139.0,104.1,1767940.0,362.6254,29.016821837845175,9.106643890629773,1.0746971051053769,2.963656215878958,80.01871782873187,123216,19.1,42.8
2019,Кіровоградська,468.0,164.0,77.0,50.0,3.9131,711.0155,714.0825,21710.1388,7471.7439,231200.7099,320527.2281,511.2374,228.2008,546.4815,5.0764,2.644,0.2115,0.2115,0.1058,6.9801,5.4995,0.1058,0.0,0.2115,0.2115,6.6628,2.9612,4.2303,0.423,12.8,3.0,3.0,3.0,68.0,104.1,945549.0,472.5297,49.495055253614574,17.344421071779465,8.143417210530602,17.233661593554164,104.74485228290062,77816,22.4,44.8
2019,Кіровоградська,468.0,164.0,77.0,50.0,3.9131,711.0155,714.0825,21710.1388,7471.7439,231200.7099,320527.2281,511.2374,228.2008,546.4815,5.0764,2.644,0.2115,0.2115,0.1058,6.9801,5.4995,0.1058,0.0,0.2115,0.2115,6.6628,2.9612,4.2303,0.423,12.8,3.0,3.0,3.0,68.0,104.1,945549.0,472.5297,49.495055253614574,17.344421071779465,8.143417210530602,17.233661593554164,104.74485228290062,77788,22.4,44.8
2019,Луганська,184.0,60.0,27.0,10.0,1.1618,268.5617,269.4447,5663.1253,1384.4941,70314.2855,110952.0581,272.9301,65.3513,160.3981,1.2547,0.9294,0.0,0.0465,0.0929,1.3012,1.7659,0.1394,0.1859,0.1859,0.0465,1.4406,0.6506,0.883,0.0465,37.4,16.0,16.0,15.0,180.0,104.1,2151833.0,108.6516,8.55084943859491,2.788320469107036,1.2547442110981661,11.548331907613344,78.69974337040205,18798,26.0,48.5
2019,Луганська,184.0,60.0,27.0,10.0,1.1618,268.5617,269.4447,5663.1253,1384.4941,70314.2855,110952.0581,272.9301,65.3513,160.3981,1.2547,0.9294,0.0,0.0465,0.0929,1.3012,1.7659,0.1394,0.1859,0.1859,0.0465,1.4406,0.6506,0.883,0.0465,37.4,16.0,16.0,15.0,180.0,104.1,2151833.0,108.6516,8.55084943859491,2.788320469107036,1.2547442110981661,11.548331907613344,78.69974337040205,18793,26.0,48.5
2019,Львівська,701.0,178.0,268.0,231.0,3.6479,625.2129,626.6007,19306.1041,7947.3169,198787.7579,368845.7392,16471.0762,252.6446,508.7785,4.2426,2.6566,0.119,0.119,0.1983,6.1062,8.287,0.2776,0.0397,0.0793,0.0,6.6217,1.9032,3.6875,0.1586,88.9,45.0,45.0,44.0,282.0,104.1,2522021.0,351.94,27.79516903308894,7.057831794422013,10.62639843205112,30.193780982424517,78.97701667417756,85198,18.3,42.2
2019,Львівська,701.0,178.0,268.0,231.0,3.6479,625.2129,626.6007,19306.1041,7947.3169,198787.7579,368845.7392,16471.0762,252.6446,508.7785,4.2426,2.6566,0.119,0.119,0.1983,6.1062,8.287,0.2776,0.0397,0.0793,0.0,6.6217,1.9032,3.6875,0.1586,88.9,45.0,45.0,44.0,282.0,104.1,2522021.0,351.94,27.79516903308894,7.057831794422013,10.62639843205112,30.193780982424517,78.97701667417756,85177,18.3,42.2
2019,Миколаївська,296.0,48.0,28.0,19.0,3.3596,551.5889,567.3524,17653.3203,5605.0945,175689.9503,396575.0034,1892.6775,211.41,423.1515,3.89,3.0059,0.0884,0.0,0.3536,4.1553,4.4205,0.1768,0.1768,0.1768,0.2652,4.2437,2.3871,3.89,0.1768,12.1,20.0,20.0,20.0,56.0,104.1,1131096.0,394.2194,26.169308352253037,4.243671624689681,2.475475114402314,6.279434850863423,66.3825969948419,82149,20.4,43.8
2019,Миколаївська,296.0,48.0,28.0,19.0,3.3596,551.5889,567.3524,17653.3203,5605.0945,175689.9503,396575.0034,1892.6775,211.41,423.1515,3.89,3.0059,0.0884,0.0,0.3536,4.1553,4.4205,0.1768,0.1768,0.1768,0.2652,4.2437,2.3871,3.89,0.1768,12.1,20.0,20.0,20.0,56.0,104.1,1131096.0,394.2194,26.169308352253037,4.243671624689681,2.475475114402314,6.279434850863423,66.3825969948419,82121,20.4,43.8
2019,Одеська,519.0,142.0,90.0,54.0,2.6467,595.0911,596.9816,16428.8403,5476.8963,177869.7127,294843.2724,4618.3939,198.9238,398.8664,3.613,2.1006,0.168,0.126,0.126,4.7893,4.4952,0.2941,0.084,0.084,0.126,4.4532,1.7225,2.9828,0.126,33.1,36.0,36.0,4.0,276.0,104.1,2380308.0,292.9033,21.80390100776874,5.965614533917459,3.7810232961448684,12.908777969018931,74.4406196213425,82903,19.1,42.5
2019,Одеська,519.0,142.0,90.0,54.0,2.6467,595.0911,596.9816,16428.8403,5476.8963,177869.7127,294843.2724,4618.3939,198.9238,398.8664,3.613,2.1006,0.168,0.126,0.126,4.7893,4.4952,0.2941,0.084,0.084,0.126,4.4532,1.7225,2.9828,0.126,33.1,36.0,36.0,4.0,276.0,104.1,2380308.0,292.9033,21.80390100776874,5.965614533917459,3.7810232961448684,12.908777969018931,74.4406196213425,82879,19.1,42.5
2019,Полтавська,437.0,128.0,40.0,27.0,3.7131,648.868,657.7223,19797.3635,7951.4352,187044.2768,464688.287,1529.449,241.6742,497.0763,4.2844,2.3564,0.2142,0.0714,0.2856,6.1409,5.1412,0.357,0.0714,0.1428,0.1428,4.4986,2.5706,3.6417,0.0714,51.0,2.0,2.0,2.0,48.0,104.1,1400439.0,380.8092,31.20450087436868,9.13999110278991,2.856247219621847,7.500468779298706,81.94262141383837,134449,22.1,45.1
2019,Полтавська,437.0,128.0,40.0,27.0,3.7131,648.868,657.7223,19797.3635,7951.4352,187044.2768,464688.287,1529.449,241.6742,497.0763,4.2844,2.3564,0.2142,0.0714,0.2856,6.1409,5.1412,0.357,0.0714,0.1428,0.1428,4.4986,2.5706,3.6417,0.0714,51.0,2.0,2.0,2.0,48.0,104.1,1400439.0,380.8092,31.20450087436868,9.13999110278991,2.856247219621847,7.500468779298706,81.94262141383837,134383,22.1,45.1
2019,Рівненська,189.0,62.0,27.0,21.0,3.5427,617.9032,615.4838,20115.7694,10697.1307,203357.1214,423220.7524,2627.5792,228.8298,503.7151,4.5796,2.5922,0.1728,0.0864,0.2592,7.0855,6.9126,0.1728,0.0,0.2592,0.0864,6.567,2.8515,3.6291,0.0864,9.9,5.0,5.0,5.0,116.0,104.1,1157301.0,266.1365,16.331101416139795,5.357292528045859,2.3330144880199706,8.766233766233766,61.36363636363636,58332,15.7,39.5
2019,Рівненська,189.0,62.0,27.0,21.0,3.5427,617.9032,615.4838,20115.7694,10697.1307,203357.1214,423220.7524,2627.5792,228.8298,503.7151,4.5796,2.5922,0.1728,0.0864,0.2592,7.0855,6.9126,0.1728,0.0,0.2592,0.0864,6.567,2.8515,3.6291,0.0864,9.9,5.0,5.0,5.0,116.0,104.1,1157301.0,266.1365,16.331101416139795,5.357292528045859,2.3330144880199706,8.766233766233766,61.36363636363636,58318,15.7,39.5
2019,Сумська,342.0,89.0,50.0,42.0,3.144,672.0805,704.0488,20288.3621,5563.5286,221767.9935,413370.5006,4878.7795,256.1221,578.0836,3.9763,2.4043,0.0925,0.0,0.6473,7.5826,7.1203,0.1849,0.0,0.0,0.0,6.9353,2.5892,3.5139,0.6473,21.7,21.0,21.0,21.0,83.0,104.1,1081418.0,420.4665,31.625144023864962,8.229935140713396,4.623559067816515,10.996261271167803,75.21442709478778,70576,22.3,45.7
2019,Сумська,342.0,89.0,50.0,42.0,3.144,672.0805,704.0488,20288.3621,5563.5286,221767.9935,413370.5006,4878.7795,256.1221,578.0836,3.9763,2.4043,0.0925,0.0,0.6473,7.5826,7.1203,0.1849,0.0,0.0,0.0,6.9353,2.5892,3.5139,0.6473,21.7,21.0,21.0,21.0,83.0,104.1,1081418.0,420.4665,31.625144023864962,8.229935140713396,4.623559067816515,10.996261271167803,75.21442709478778,70550,22.3,45.7
2019,Тернопільська,250.0,64.0,198.0,15.0,4.4938,695.4915,702.0889,20754.2173,11649.2443,218541.8198,460238.1346,5976.3127,260.7615,522.4314,4.207,3.0596,0.0956,0.0,0.4781,5.5456,7.0754,0.0,0.0,0.0956,0.0956,5.7368,2.6772,3.5377,0.3825,9.4,2.0,2.0,2.0,51.0,104.1,1045879.0,333.3082,23.903338722739438,6.119254713021296,18.931444268409635,56.7986230636833,71.7154331612163,54833,19.4,43.0
2019,Тернопільська,250.0,64.0,198.0,15.0,4.4938,695.4915,702.0889,20754.2173,11649.2443,218541.8198,460238.1346,5976.3127,260.7615,522.4314,4.207,3.0596,0.0956,0.0,0.4781,5.5456,7.0754,0.0,0.0,0.0956,0.0956,5.7368,2.6772,3.5377,0.3825,9.4,2.0,2.0,2.0,51.0,104.1,1045879.0,333.3082,23.903338722739438,6.119254713021296,18.931444268409635,56.7986230636833,71.7154331612163,54821,19.4,43.0
2019,Харківська,933.0,337.0,142.0,55.0,2.8405,656.8999,654.5079,19324.8014,3609.9967,197642.9195,287355.7612,4269.1017,219.1379,443.7232,4.3355,1.7192,0.1121,0.0,0.299,4.1112,4.5971,0.2616,0.1121,0.0,0.0747,4.3355,2.1677,3.6627,0.1495,106.5,15.0,15.0,6.0,505.0,104.1,2675598.0,377.4483,34.87070927695416,12.595315140764793,5.307224777414246,14.060798098821666,92.38538469155361,92864,21.0,44.6
2019,Харківська,933.0,337.0,142.0,55.0,2.8405,656.8999,654.5079,19324.8014,3609.9967,197642.9195,287355.7612,4269.1017,219.1379,443.7232,4.3355,1.7192,0.1121,0.0,0.299,4.1112,4.5971,0.2616,0.1121,0.0,0.0747,4.3355,2.1677,3.6627,0.1495,106.5,15.0,15.0,6.0,505.0,104.1,2675598.0,377.4483,34.87070927695416,12.595315140764793,5.307224777414246,14.060798098821666,92.38538469155361,92835,21.0,44.6
2019,Херсонська,504.0,161.0,25.0,16.0,3.2767,645.5996,658.263,18640.6654,6745.8849,214500.0193,612950.5416,21897.0934,239.293,522.1946,4.0476,2.9875,0.0964,0.0,0.1927,5.5896,4.7223,0.0,0.0,0.0964,0.0964,5.686,2.3129,3.2767,0.1927,17.8,1.0,1.0,0.0,137.0,104.1,1037640.0,417.2931,48.571758991557765,15.51597856674762,2.409313442041556,5.773672055427252,116.39722863741339,59987,20.0,43.5
2019,Херсонська,504.0,161.0,25.0,16.0,3.2767,645.5996,658.263,18640.6654,6745.8849,214500.0193,612950.5416,21897.0934,239.293,522.1946,4.0476,2.9875,0.0964,0.0,0.1927,5.5896,4.7223,0.0,0.0,0.0964,0.0964,5.686,2.3129,3.2767,0.1927,17.8,1.0,1.0,0.0,137.0,104.1,1037640.0,417.2931,48.571758991557765,15.51597856674762,2.409313442041556,5.773672055427252,116.39722863741339,59972,20.0,43.5
2019,Хмельницька,319.0,73.0,38.0,14.0,3.1628,669.7214,675.9568,20907.089,9367.4019,212820.7764,348694.0433,766.8191,228.6502,471.0585,4.0326,2.6093,0.0791,0.0791,0.1581,6.4047,5.614,0.4744,0.0,0.0791,0.0,6.1674,2.4512,3.1628,0.1581,20.3,1.0,1.0,1.0,142.0,104.1,1264705.0,382.1445,25.2232734115861,5.7720970503002675,3.0046532590604134,7.862611214566521,66.0045520380716,65916,21.4,44.1
2019,Хмельницька,319.0,73.0,38.0,14.0,3.1628,669.7214,675.9568,20907.089,9367.4019,212820.7764,348694.0433,766.8191,228.6502,471.0585,4.0326,2.6093,0.0791,0.0791,0.1581,6.4047,5.614,0.4744,0.0,0.0791,0.0,6.1674,2.4512,3.1628,0.1581,20.3,1.0,1.0,1.0,142.0,104.1,1264705.0,382.1445,25.2232734115861,5.7720970503002675,3.0046532590604134,7.862611214566521,66.0045520380716,65893,21.4,44.1
2019,Черкаська,414.0,163.0,28.0,9.0,3.0671,660.5043,664.3174,21000.024,8406.3428,210700.1196,295223.1979,153.7695,222.8414,525.7591,3.7303,2.1553,0.1658,0.0,0.3316,5.0566,5.0566,0.3316,0.0,0.1658,0.0829,5.3053,2.8184,3.2329,0.0829,51.8,3.0,3.0,3.0,76.0,104.1,1206351.0,399.6349,34.318370026634035,13.511822015317266,2.3210491805452973,5.807923667288945,85.87429993777225,86319,23.0,45.5
2019,Черкаська,414.0,163.0,28.0,9.0,3.0671,660.5043,664.3174,21000.024,8406.3428,210700.1196,295223.1979,153.7695,222.8414,525.7591,3.7303,2.1553,0.1658,0.0,0.3316,5.0566,5.0566,0.3316,0.0,0.1658,0.0829,5.3053,2.8184,3.2329,0.0829,51.8,3.0,3.0,3.0,76.0,104.1,1206351.0,399.6349,34.318370026634035,13.511822015317266,2.3210491805452973,5.807923667288945,85.87429993777225,86279,23.0,45.5
2019,Чернівецька,138.0,38.0,13.0,10.0,2.7643,605.17,603.3444,19734.2029,11488.9415,200278.8669,306029.1428,1179.1582,227.5607,435.6328,4.0912,2.7643,0.1106,0.1106,0.3317,4.9758,4.6441,0.774,0.0,0.0,0.2211,4.9758,2.2115,3.8701,0.1106,2.4,1.0,1.0,0.0,65.0,104.1,904374.0,249.2332,15.259173748913614,4.201801467092155,1.4374583966367898,5.767524401064774,61.224489795918366,46136,17.6,41.3
2019,Чернівецька,138.0,38.0,13.0,10.0,2.7643,605.17,603.3444,19734.2029,11488.9415,200278.8669,306029.1428,1179.1582,227.5607,435.6328,4.0912,2.7643,0.1106,0.1106,0.3317,4.9758,4.6441,0.774,0.0,0.0,0.2211,4.9758,2.2115,3.8701,0.1106,2.4,1.0,1.0,0.0,65.0,104.1,904374.0,249.2332,15.259173748913614,4.201801467092155,1.4374583966367898,5.767524401064774,61.224489795918366,46135,17.6,41.3
2019,Чернігівська,349.0,91.0,23.0,7.0,3.5794,773.4565,783.9343,23053.4579,8004.9118,254682.7476,457961.4117,9939.7959,247.7765,604.005,4.4743,3.1817,0.0994,0.0994,0.4971,6.3634,5.2697,0.5966,0.0994,0.0,0.0,6.1646,3.3806,4.2754,0.1989,27.5,14.0,14.0,14.0,61.0,104.1,1005745.0,407.0614,34.700644795649,9.04801913009759,2.2868619779367534,5.617977528089887,85.2467024914509,78118,24.6,46.6
2019,Чернігівська,349.0,91.0,23.0,7.0,3.5794,773.4565,783.9343,23053.4579,8004.9118,254682.7476,457961.4117,9939.7959,247.7765,604.005,4.4743,3.1817,0.0994,0.0994,0.4971,6.3634,5.2697,0.5966,0.0994,0.0,0.0,6.1646,3.3806,4.2754,0.1989,27.5,14.0,14.0,14.0,61.0,104.1,1005745.0,407.0614,34.700644795649,9.04801913009759,2.2868619779367534,5.617977528089887,85.2467024914509,78098,24.6,46.6
2008,Вінницька,293.0,69.0,115.0,96.0,6.7575,761.7432,746.3744,21878.859,11341.1716,253853.6566,617613.1447,46167.5727,272.4826,575.4935,5.3821,3.6479,0.2392,0.0598,0.2392,14.412,15.9668,0.3588,0.0598,0.0598,0.0,16.4452,2.3322,3.1694,0.0598,130.3,2.0,0.0,2.0,95.0,122.3,1672217.0,317.3631,17.521649403157607,4.126258733166808,6.877097888611347,21.66949312229131,55.21009986809873,12061,22.8,43.2
2008,Волинська,155.0,32.0,59.0,57.0,5.0172,739.3607,740.422,22024.7077,10771.2391,256798.9726,584755.8363,34426.0524,262.0036,563.3729,4.5348,2.991,0.0965,0.0965,0.2895,11.7711,13.2184,0.2895,0.0965,0.193,0.0,13.4113,2.5086,3.4734,0.193,10.0,4.0,1.0,3.0,76.0,122.3,1036436.0,270.639,14.955096117850017,3.087503714652907,5.692584973891297,21.03386809269162,55.258467023172905,12340,18.1,39.7
2008,Дніпропетровська,773.0,206.0,206.0,169.0,4.7081,907.7218,908.6046,23318.752,3851.8443,304682.059,735027.1805,66632.2779,337.1809,662.0105,4.7964,3.4428,0.206,0.0883,0.1766,7.7978,7.7095,0.206,0.0589,0.0883,0.1471,10.0047,2.6483,3.2074,0.0589,952.3,613.0,142.0,398.0,931.0,122.3,3398398.0,354.8731,22.74601150306703,6.061679650235199,6.061679650235199,17.081260364842453,64.09618573797678,30918,20.3,42.8
2008,Донецька,846.0,242.0,39.0,25.0,3.9216,724.6,725.5694,19728.6446,1596.3496,244166.6494,839893.3623,66584.1286,310.6247,673.1009,5.3757,3.2387,0.2203,0.0661,0.0881,5.6621,7.1823,0.2203,0.1102,0.1322,0.0661,8.7245,1.7846,2.798,0.1102,1533.4,615.0,65.0,514.0,1577.0,122.3,4538918.0,321.5965,18.6388033447619,5.331667150629291,0.8592356151840592,2.6717818729876,57.95711447557718,26028,21.8,43.9
2008,Житомирська,277.0,91.0,30.0,24.0,5.3621,676.7781,676.2955,20767.7812,8730.1697,213897.7364,755732.3528,68765.2534,295.8558,640.6986,4.2897,2.9109,0.0766,0.0,0.2298,9.9583,14.248,0.1532,0.0766,0.0,0.0766,16.3162,2.6045,2.9875,0.0766,19.1,8.0,1.0,6.0,108.0,122.3,1305450.0,308.3228,21.2187368340419,6.970776360641924,2.298058140870964,7.453416149068322,68.81987577639751,11545,21.7,42.4
2008,Закарпатська,115.0,48.0,15.0,9.0,4.8286,746.0128,743.84,18703.7565,11331.0253,240531.5925,469180.0941,45603.6749,231.4491,492.5938,4.3457,2.0119,0.0805,0.161,0.4024,8.3695,18.1071,0.161,0.0,0.0805,0.0805,14.2443,1.8509,3.1386,0.2414,23.2,12.0,1.0,10.0,41.0,122.3,1242606.0,228.391,9.254743659695833,3.8628495275252175,1.2071404773516303,5.285412262156448,40.5214940098661,10626,14.2,37.9
2008,Запорізька,352.0,120.0,36.0,16.0,4.5829,758.3115,758.9116,19447.5604,4910.9384,245137.728,554418.0004,54085.6288,306.4153,622.5285,5.8378,2.9462,0.2728,0.1091,0.2182,6.9835,9.6023,0.8184,0.491,0.2182,0.1637,9.8751,2.6734,3.4372,0.2728,218.3,378.0,246.0,68.0,412.0,122.3,1832888.0,363.1973,19.20466498771338,6.547044882175015,1.9641134646525045,5.40784136998648,52.87667117320114,23232,20.5,43.1
2008,Івано-Франківська,161.0,60.0,27.0,21.0,4.5566,780.1227,780.1227,21888.4235,12467.7149,255456.7002,494932.3848,46343.8167,286.5609,577.4434,5.2076,3.4717,0.1447,0.0,0.217,9.9088,15.0441,0.434,0.0,0.217,0.0723,15.0441,2.5315,3.761,0.3616,241.7,19.0,0.0,17.0,131.0,122.3,1382603.0,260.0168,11.644702058363826,4.339640518644904,1.9528382333902068,7.510431154381084,44.784422809457574,12940,18.2,40.2
2008,Київська,341.0,90.0,25.0,22.0,5.6986,786.9823,792.3931,21957.7394,8884.5769,255688.9578,635625.4558,39919.2065,293.521,617.6792,4.4322,2.6478,0.1151,0.1151,0.2878,14.6782,15.5992,0.1151,0.0,0.0576,0.0,15.3689,2.6478,3.5688,0.1151,107.4,30.0,4.0,26.0,171.0,122.3,1737269.0,346.5209,19.628508883771023,5.180544866684435,1.4390402407456762,4.152823920265781,56.64451827242525,20593,20.9,42.7
2008,Кіровоградська,225.0,75.0,18.0,11.0,6.5401,850.1164,850.3087,22649.22,7889.28,280508.5887,514408.0251,37090.8112,273.0731,655.5245,6.0592,3.9433,0.1924,0.0962,0.1924,13.3687,13.5611,0.0962,0.0,0.1924,0.0962,15.1961,2.0197,4.1356,0.0962,14.2,30.0,0.0,33.0,104.0,122.3,1039740.0,404.2357,21.640025390963128,7.213341796987709,1.7312020312770502,4.282655246252676,53.533190578158454,13515,21.6,43.3
2008,Луганська,492.0,127.0,54.0,32.0,5.2222,868.5348,869.299,22991.017,2776.5772,292186.2435,710975.7972,55749.3039,312.0454,647.7286,5.9439,3.5664,0.1698,0.1698,0.1274,5.1372,9.0433,0.7218,0.3821,0.3821,0.1698,9.8075,2.1228,2.9295,0.0425,566.3,147.0,31.0,77.0,629.0,122.3,2355346.0,303.31,20.888650754496364,5.391989117522436,2.29265679012765,7.558790593505039,68.86898096304591,18338,21.7,43.9
